country,keyword,search_volume,cpc,competition_level,source,difficulty
pt,voo porto ponta delgada ryanair,140,0.28,MEDIUM,w10,
pt,ana partidas ponta delgada,140,0,LOW,w10,
pt,fácil ponta delgada,140,0.83,LOW,w10,
pt,voo terceira ponta delgada,140,0.69,MEDIUM,w10,
pt,voos terceira ponta delgada,140,0.69,MEDIUM,w10,
pt,voos chegadas ponta delgada,140,0,LOW,w10,
pt,porto granada voos,140,0.23,MEDIUM,w10,
pt,celoricense porto bilhetes,140,0,LOW,w10,
pt,distância porto a lisboa,140,0,LOW,w10,
pt,renfe porto vigo,140,0.46,LOW,w10,
pt,voo porto alemanha,140,1.55,MEDIUM,w10,
pt,ipma previsão alargada 25 dias vila real,140,0,LOW,w10,
pt,meteorologia porto 25 dias ipma,140,0,LOW,w10,
pt,ipma previsão alargada 25 dias braga,140,0,LOW,w10,
pt,ipma previsão alargada 25 dias coimbra,140,0,LOW,w10,
pt,meteorologia barcelos 25 dias ipma,140,0,LOW,w10,
pt,meteorologia ipma sintra,140,0,LOW,w10,
pt,meteorologia vila real 14 dias,140,0,LOW,w10,
pt,meteorologia sintra 14 dias,140,0,LOW,w10,
pt,meteorologia vila real 10 dias,140,0,LOW,w10,
pt,meteorologia gaia 14 dias,140,0,LOW,w10,
pt,ipma gaia 10 dias,140,0,LOW,w10,
pt,meteorologia roterdão,140,0,LOW,w10,
pt,meteorologia vila viçosa ipma,140,0,LOW,w10,
pt,meteorologia vila verde 30 dias,140,0,LOW,w10,
pt,ipma 10d dias sintra,140,0,LOW,w10,
pt,ipma previsão 7 dias,140,0,LOW,w10,
pt,meteorologia bayahibe 30 dias,140,0,LOW,w10,
pt,sapo meteorologia 14 dias,140,0.18,LOW,w10,
pt,meteorologia lousã ipma,140,0,LOW,w10,
es,hotel madrid centro gran via,140,1.92,HIGH,w10,
es,horario madrid valencia,140,0.17,LOW,w10,
es,horario renfe cercanias valencia castellon,140,0,LOW,w10,
es,hacesfalta.org valencia,140,0,LOW,w10,
es,lamiplast valencia horario,140,0,LOW,w10,
es,alquiler coche joaquin sorolla valencia,140,4.41,HIGH,w10,
es,samar teruel valencia horarios,140,0.24,LOW,w10,
es,paseo de la alameda valencia como llegar,140,0,LOW,w10,
es,hoteles en gandía valencia,140,1.21,MEDIUM,w10,
es,reclamaciones económico administrativas del ayuntamiento de madrid,140,0,LOW,w10,
es,manual de vacaciones permisos y licencias sas,140,0,LOW,w10,
es,vacaciones profesores,140,0,LOW,w10,
es,solicitud vacaciones sas,140,0,LOW,w10,
es,consulta gestor vacaciones osasunbidea,140,0,LOW,w10,
es,sepe comunicar salida al extranjero,140,0,LOW,w10,
es,ciclos superiores con mas salida,140,0.65,MEDIUM,w10,
es,operador logistico barcelona,140,3.17,MEDIUM,w10,
es,asociación familias numerosas madrid,140,0.02,LOW,w10,
pt,wonderland horário,140,0,LOW,w10,
pt,horário 805,140,0,LOW,w10,
pt,tagv horário,140,0,LOW,w10,
pt,3119 horário,140,0,LOW,w10,
pt,mobicascais horário,140,0,LOW,w10,
pt,horário 804,140,0,LOW,w10,
pt,2713 horário,140,0,LOW,w10,
pt,servelec horário,140,0,LOW,w10,
pt,horário 748,140,0,LOW,w10,
pt,2710 horário,140,0,LOW,w10,
pt,ônibus horário,140,0,LOW,w10,
pt,horário 402,140,0,LOW,w10,
pt,horário 907,140,0,LOW,w10,
pt,horário ônibus,140,0,LOW,w10,
pt,horário 705,140,0,LOW,w10,
pt,horário 711,140,0,LOW,w10,
pt,5004 horário,140,0,LOW,w10,
pt,horário 1515,140,0,LOW,w10,
pt,horário strada,140,0,LOW,w10,
pt,votar horário,140,0,LOW,w10,
pt,horário onibus,140,0,LOW,w10,
pt,horário 701,140,0,LOW,w10,
pt,ctt benfica horário,140,0,LOW,w10,
pt,stcp 207 horário,140,0,LOW,w10,
pt,horário 15:15,140,0,LOW,w10,
pt,danceteria bolero horário,140,0,LOW,w10,
pt,horário de ônibus,140,0.26,LOW,w10,
pt,bi horário goldenergy,140,0,LOW,w10,
pt,comboio sintra horário,140,0.24,LOW,w10,
pt,horário rio sul,140,0,LOW,w10,
pt,ctt porto horário,140,0,LOW,w10,
pt,horário e segundos,140,0,LOW,w10,
pt,horário no catar,140,0,LOW,w10,
pt,horário 16:16,140,0,LOW,w10,
pt,2714 horário sacavém,140,0.18,LOW,w10,
pt,2728 horário oriente,140,0,LOW,w10,
pt,horário da cgd,140,0,LOW,w10,
pt,horário dos ônibus,140,0,LOW,w10,
pt,horário tunísia djerba,140,0,LOW,w10,
pt,horário comboio barreiro,140,0,LOW,w10,
pt,mercadona montijo horário,140,0,LOW,w10,
pt,benfica braga horário,140,0,LOW,w10,
pt,horário do ônibus,140,0,LOW,w10,
pt,horário de onibus,140,0.26,LOW,w10,
pt,auchan faro horário,140,0,LOW,w10,
pt,porta embarque aeroporto lisboa,140,0.92,LOW,w10,
pt,voos porto santo funchal,140,0.6,HIGH,w10,
pt,aeroporto da madeira partidas e chegadas,140,0,LOW,w10,
pt,aeroporto luanda partidas,140,0,LOW,w10,
pt,ana voos chegadas,140,0,LOW,w10,
pt,ana voos partidas,140,0,LOW,w10,
pt,voos chegadas faro,140,0,LOW,w10,
pt,ana aeroportos faro chegadas,140,0,LOW,w10,
pt,voos sata hoje chegadas,140,0.44,LOW,w10,
pt,ana pt partidas,140,0,LOW,w10,
pt,voos ana partidas,140,0,LOW,w10,
pt,lousada porto distância,140,0,LOW,w10,
pt,viagem porto faro avião,140,0.51,MEDIUM,w10,
pt,autocarro aeroporto funchal,140,0.24,LOW,w10,
pt,autocarros aeroporto funchal,140,0.24,LOW,w10,
pt,autocarros funchal aeroporto,140,0.24,LOW,w10,
pt,voo direto porto-palma de maiorca,140,0.41,MEDIUM,w10,
pt,porto contacto,140,0,LOW,w10,
pt,voo porto-porto santo ida e volta,140,0.38,HIGH,w10,
pt,voo porto porto santo ida e volta,140,0.38,HIGH,w10,
pt,voos porto andorra,140,0.21,MEDIUM,w10,
pt,leiria porto distância,140,0,LOW,w10,
pt,tempo no aeroporto da madeira,140,0,LOW,w10,
pt,voos estrasburgo-porto,140,0.34,MEDIUM,w10,
pt,voos estrasburgo porto,140,0.34,MEDIUM,w10,
pt,porto dormidas baratas,140,1.25,HIGH,w10,
pt,porto recife voo,140,3.34,HIGH,w10,
pt,porto madrid avião,140,0.5,MEDIUM,w10,
pt,voos porto paris baratos,140,0.58,HIGH,w10,
pt,voos porto-paris baratos,140,0.58,HIGH,w10,
pt,voos faro-porto baratos,140,0.55,MEDIUM,w10,
pt,voo porto recife azul,140,2.04,MEDIUM,w10,
pt,voos diretos porto menorca,140,0.39,HIGH,w10,
pt,voo porto-recife azul,140,2.04,MEDIUM,w10,
pt,voo porto santo funchal,140,0.6,HIGH,w10,
pt,voos faro porto baratos,140,0.55,MEDIUM,w10,
pt,perdidos e achados porto contacto,140,0,LOW,w10,
es,tiempo playa malvarrosa,140,0,LOW,w10,
es,menos mal playa de porcía,140,0,LOW,w10,
es,tiempo playa del inglés 30 días,140,0,LOW,w10,
es,playa de arenales del sol,140,1.63,LOW,w10,
es,playa de las catedrales visitar,140,0.65,LOW,w10,
es,playa berellin mapa,140,0,LOW,w10,
es,playa de la albufereta alicante,140,0.78,LOW,w10,
es,playa de santa ponça,140,0,LOW,w10,
es,playa el caleton salobreña,140,0,LOW,w10,
es,playa bahia de mazarron,140,0,LOW,w10,
es,playa de mar de fora,140,0,LOW,w10,
es,pisos en la playa huelva,140,0.27,MEDIUM,w10,
es,el tiempo en playa d'en bossa,140,0,LOW,w10,
es,webcam playa las salinas roquetas de mar,140,0,LOW,w10,
es,playa de españa villaviciosa,140,0,LOW,w10,
es,playa cancho del fresno,140,0,LOW,w10,
es,playa de la canaleta,140,0,LOW,w10,
es,zonas de playa en españa,140,0.93,MEDIUM,w10,
es,aemet playa america,140,0,LOW,w10,
es,chiringuito vicen-playa,140,0,LOW,w10,
es,tiempo barceloneta playa,140,0,LOW,w10,
es,playa el pozuelo,140,0,LOW,w10,
es,tiempo playa nules,140,0,LOW,w10,
es,aemet salobreña playa,140,0,LOW,w10,
es,tiempo salobreña playa,140,0,LOW,w10,
es,hahalua castellón playa,140,0,LOW,w10,
es,tiempo playa españa,140,0,LOW,w10,
es,playa de camposoto san fernando,140,0.47,LOW,w10,
es,aemet playa san lorenzo,140,0,LOW,w10,
es,playa de perros santa pola,140,0,LOW,w10,
es,playa de la montaña amarilla,140,0,LOW,w10,
es,playa villafranca de los caballeros,140,0,LOW,w10,
es,aemet playa de las catedrales,140,0,LOW,w10,
pt,comboio bolonha florença,140,0.98,MEDIUM,w10,
pt,comboio vouguinha,140,0,LOW,w10,
pt,comboio bragança,140,0.22,LOW,w10,
pt,comboio trolaró,140,0,LOW,w10,
pt,setúbal comboio,140,0,LOW,w10,
pt,comboio turistico albufeira,140,0,LOW,w10,
pt,comboio do vesuvio,140,0.05,MEDIUM,w10,
pt,comboio para evora,140,0.36,LOW,w10,
pt,comboio do vesúvio,140,0.05,MEDIUM,w10,
pt,comboio turístico albufeira,140,0,LOW,w10,
pt,comboio para bragança,140,0.22,LOW,w10,
pt,oriente azambuja comboio,140,0.08,LOW,w10,
pt,horario comboio sintra,140,0,LOW,w10,
pt,horário comboio olhão faro,140,0.05,LOW,w10,
pt,acidente linha comboio hoje,140,0,LOW,w10,
pt,comboio leça do balio,140,0,LOW,w10,
pt,horário comboio mealhada coimbra,140,0.46,LOW,w10,
pt,comboio sintra alverca paragens,140,0,LOW,w10,
pt,comboio linha do douro,140,0,LOW,w10,
pt,horario comboio sintra oriente,140,0,LOW,w10,
es,remolque bici decathlon,140,0.25,HIGH,w10,
es,bike fitting barcelona,140,0.48,MEDIUM,w10,
es,bike ocasion barcelona,140,0.29,HIGH,w10,
es,look bici,140,0.18,HIGH,w10,
es,bici raleigh,140,0.13,HIGH,w10,
es,decathlon bici adulto,140,0.16,HIGH,w10,
es,canyon bici carretera,140,0.1,HIGH,w10,
es,bici canyon mtb,140,0.07,HIGH,w10,
es,s works bici,140,0.15,HIGH,w10,
es,bici monty plegable,140,0.07,HIGH,w10,
es,bici look carretera,140,0.12,HIGH,w10,
es,bici mtb outlet,140,0.26,HIGH,w10,
es,decathlon luz bici,140,0.17,HIGH,w10,
es,bici 29 decathlon,140,0.15,HIGH,w10,
es,barcelona by bike,140,1.75,MEDIUM,w10,
es,barcelona bmx,140,0.21,MEDIUM,w10,
es,bike in barcelona,140,1.75,MEDIUM,w10,
es,orbea barcelona,140,0.73,HIGH,w10,
es,bmx en barcelona,140,0.21,MEDIUM,w10,
pt,porto rocha,140,1.27,LOW,w10,
pt,passeios porto,140,0.79,HIGH,w10,
pt,tmp porto,140,0,LOW,w10,
pt,vila gale porto santo,140,0.44,HIGH,w10,
pt,cdu porto,140,0,LOW,w10,
pt,dealema coliseu porto,140,0,LOW,w10,
es,tren gijon bilbao,140,0.27,MEDIUM,w10,
es,tren zumarraga,140,0.41,LOW,w10,
es,barcelona mataro tren,140,0.65,LOW,w10,
es,bilbao mundaka tren,140,0,LOW,w10,
es,tren bilbao mundaka,140,0,LOW,w10,
es,tren donosti vitoria,140,0.45,MEDIUM,w10,
es,tren wego,140,0.15,MEDIUM,w10,
es,oropesa tren,140,0.37,LOW,w10,
es,tren oropesa,140,0.44,LOW,w10,
es,tren navarra,140,0.26,MEDIUM,w10,
es,tren elda,140,0.49,MEDIUM,w10,
es,badalona tren,140,0.43,LOW,w10,
es,javea tren,140,0.23,LOW,w10,
es,linares-baeza tren,140,0.38,LOW,w10,
es,tren a navarra,140,0.26,MEDIUM,w10,
es,tren irún donosti,140,0.13,LOW,w10,
es,tudela bilbao tren,140,0.23,MEDIUM,w10,
es,bilbao derio tren,140,0,LOW,w10,
es,tren barcelona irun,140,0.29,MEDIUM,w10,
es,tren hendaya biarritz,140,0.31,LOW,w10,
es,barcelona irun tren,140,0.36,MEDIUM,w10,
es,tren tudela bilbao,140,0.23,MEDIUM,w10,
es,niza en tren,140,0.19,LOW,w10,
es,tren vapor azpeitia,140,0,LOW,w10,
es,tren a niza,140,0.19,LOW,w10,
es,tren a oropesa,140,0.37,LOW,w10,
es,hendaya biarritz tren,140,0.31,LOW,w10,
es,zaragoza gijon tren,140,0.21,MEDIUM,w10,
es,tren zumaia zarautz,140,0,LOW,w10,
es,tren barcelona irún,140,0.29,MEDIUM,w10,
es,irun donostia tren,140,0.13,LOW,w10,
es,bilbao-derio tren,140,0,LOW,w10,
es,tren deba eibar,140,0,LOW,w10,
es,tren derio bilbao,140,0,LOW,w10,
es,tren zaragoza gijon,140,0.21,MEDIUM,w10,
es,tren malaga alora,140,0,LOW,w10,
es,tren a javea,140,0.23,LOW,w10,
es,tren bilbao derio,140,0,LOW,w10,
es,tren a linares baeza,140,0.38,LOW,w10,
es,tren sevilla-madrid iryo,140,0.3,MEDIUM,w10,
es,tren pola de lena-oviedo,140,0.4,LOW,w10,
pt,eléctrico 15e horário,140,0,LOW,w10,
es,alquiler minibus valencia,140,0.89,MEDIUM,w10,
es,mejores empresas de alquiler de coches,140,1.92,HIGH,w10,
es,alquiler autocaravanas 6 personas,140,0.49,MEDIUM,w10,
es,alquiler coche colmenar viejo,140,0.91,HIGH,w10,
es,alquiler coche nueva zelanda,140,3.8,HIGH,w10,
es,alquiler de coches en león,140,1.56,MEDIUM,w10,
es,alquiler autocaravanas gijon,140,0.64,MEDIUM,w10,
es,centauro alquiler de coches opiniones,140,0.97,MEDIUM,w10,
es,plaza de san andres madrid,140,0,LOW,w10,
es,feria fruta madrid,140,0,LOW,w10,
es,patrimonio madrid,140,0,LOW,w10,
es,museo de moda madrid,140,0,LOW,w10,
es,sala matadero madrid,140,1.17,LOW,w10,
es,visita guiada madrid de los austrias,140,1.04,MEDIUM,w10,
es,teatro centro madrid,140,0.53,HIGH,w10,
es,entradas evanescence madrid,140,0.52,MEDIUM,w10,
es,fiestas madrid capital,140,0,LOW,w10,
es,feria arte madrid,140,0.72,LOW,w10,
es,fiestas julio madrid,140,0,LOW,w10,
es,arte libre madrid,140,0.3,LOW,w10,
es,suites feria de madrid,140,0.92,HIGH,w10,
es,opera y zarzuela en madrid,140,0.41,MEDIUM,w10,
es,plaza san ildefonso madrid,140,0,LOW,w10,
es,san cayetano fiestas madrid,140,0,LOW,w10,
es,pinar de san jose madrid,140,0,LOW,w10,
es,teatro la latina de madrid,140,0.54,LOW,w10,
es,san fermín de los navarros madrid,140,0,LOW,w10,
es,plaza de lavapies madrid,140,0,LOW,w10,
es,salas fiestas madrid,140,1.1,LOW,w10,
es,teatro sabado madrid,140,0.29,HIGH,w10,
es,teatros madrid centro,140,0.53,HIGH,w10,
es,cafe opera madrid,140,0.39,LOW,w10,
es,teatros centro madrid,140,0.53,HIGH,w10,
es,sala fiestas madrid,140,1.1,LOW,w10,
es,feria marisco madrid,140,0,LOW,w10,
es,sala fiesta madrid,140,1.1,LOW,w10,
es,teatro madrid sabado,140,0.29,HIGH,w10,
es,teatro madrid centro,140,0.53,HIGH,w10,
es,feria gastronómica madrid,140,0,LOW,w10,
es,feria gastronomía madrid,140,0,LOW,w10,
es,salas fiesta madrid,140,1.1,LOW,w10,
es,ferias gastronomicas madrid,140,0,LOW,w10,
es,plaza prosperidad madrid,140,0,LOW,w10,
es,museo ilusiones ópticas madrid,140,0.74,MEDIUM,w10,
es,feria del marisco madrid,140,0,LOW,w10,
es,feria de moda madrid,140,1.07,LOW,w10,
es,madrid 8 de marzo,140,0,LOW,w10,
es,plaza de jesus madrid,140,0.38,LOW,w10,
es,teatros en madrid centro,140,0.53,HIGH,w10,
es,numismatica madrid plaza mayor,140,0.08,LOW,w10,
es,plaza cibeles 1 madrid,140,0,LOW,w10,
es,fiestas dos de mayo madrid,140,0,LOW,w10,
es,san fermin de los navarros madrid,140,0,LOW,w10,
es,feria de la moda madrid,140,1.07,LOW,w10,
es,feria del marisco en madrid,140,0,LOW,w10,
es,feria de moda de madrid,140,1.07,LOW,w10,
es,museo de la moda madrid,140,0,LOW,w10,
es,feria de la ciencia madrid,140,0.29,LOW,w10,
es,museo de prado en madrid,140,2.1,MEDIUM,w10,
es,museos de la comunidad de madrid,140,0.24,HIGH,w10,
es,escuelas de arte dramático en madrid,140,2.04,LOW,w10,
es,fotos de museo de historia de madrid,140,0,LOW,w10,
pt,fertagus horários hoje,140,0,LOW,w10,
pt,greve comboios amanhã,140,0,LOW,w10,
pt,horários comboios intercidades,140,0.05,LOW,w10,
pt,horários comboios barreiro,140,0,LOW,w10,
pt,horários comboios ermesinde,140,0,LOW,w10,
pt,horarios comboios barreiro,140,0,LOW,w10,
pt,comboios faro olhão horários,140,0.02,LOW,w10,
pt,horários comboios olhão faro,140,0.05,LOW,w10,
pt,horários comboios marco porto,140,0,LOW,w10,
pt,horários comboios lagos portimão,140,0,LOW,w10,
es,tren magico lugones,140,0,LOW,w10,
es,historias del tren,140,0,LOW,w10,
es,tren cazorla animales,140,0,LOW,w10,
es,coger el tren,140,0.27,LOW,w10,
es,tren que choca,140,0,LOW,w10,
es,el tren chuchú,140,0,LOW,w10,
es,el tren de crio yo,140,0,LOW,w10,
es,tren a mi destino,140,0,LOW,w10,
es,el tren de medianoche,140,0.17,LOW,w10,
es,tren de los 80,140,0,LOW,w10,
es,el tren de vapor,140,0,LOW,w10,
es,el tren que nos separa,140,0,LOW,w10,
es,tren turístico chinchón sobre ruedas,140,0,LOW,w10,
es,el último tren isabel gemio hoy,140,0,LOW,w10,
es,de londres a oxford en tren,140,0.74,MEDIUM,w10,
es,argentina el tren de las nubes,140,0.27,LOW,w10,
es,abascal accidente tren,140,0,,w10,
es,topo tren,140,0,LOW,w10,
es,tren topo,140,0,LOW,w10,
es,revisor de tren,140,0,LOW,w10,
es,tren comarruga,140,0.08,LOW,w10,
es,tren choca,140,0,LOW,w10,
es,tren antequera,140,0.45,LOW,w10,
es,previsión meteorológica españa,140,0,LOW,w10,
es,clima fin de semana,140,0,LOW,w10,
es,previsión meteorologica malaga,140,0,LOW,w10,
es,previsión meteorológica jerez,140,0,LOW,w10,
es,previsión meteorológica tarragona,140,0,LOW,w10,
es,tiempo proxima semana españa,140,0,LOW,w10,
es,previsión tiempo candanchu,140,0.02,LOW,w10,
es,fin de semana en teruel,140,0.4,MEDIUM,w10,
es,previsión tiempo en europa,140,0,LOW,w10,
es,semana santa sanlúcar de barrameda,140,0,LOW,w10,
es,previsión del tiempo en san sebastián,140,0,LOW,w10,
es,fin de semana en la rioja,140,0.44,MEDIUM,w10,
es,semana santa en estepa,140,0,LOW,w10,
es,semana santa coria del rio,140,0,LOW,w10,
es,fin de semana en menorca,140,0.37,MEDIUM,w10,
es,clima de fin de semana,140,0,LOW,w10,
es,fin de semana en la coruña,140,0.48,HIGH,w10,
es,semana santa alhaurin de la torre,140,0,LOW,w10,
es,el tiempo fin de semana galicia,140,0,LOW,w10,
es,previsión del tiempo hoy en madrid,140,0,LOW,w10,
es,previsión del tiempo para hoy en barcelona,140,0,LOW,w10,
es,semana santa huelva directo,140,0,LOW,w10,
pt,bilhete aquashow preço,140,0.03,LOW,w10,
pt,preço bilhete carris,140,0,LOW,w10,
pt,intercidades horários,140,0,LOW,w10,
pt,portagens lisboa porto preço,140,0,LOW,w10,
pt,ararinha azul preço,140,0,LOW,w10,
pt,preço viagem,140,0.34,LOW,w10,
pt,motel preço,140,0.33,HIGH,w10,
pt,viagem ao egito preço,140,0.71,MEDIUM,w10,
pt,la de rocha preço maxmat,140,0.11,HIGH,w10,
pt,lugar anual porto 24/25 preço,140,0,LOW,w10,
pt,comboio presidencial preço,140,0,LOW,w10,
pt,mala prada preço,140,0.17,HIGH,w10,
pt,maldivas preço viagem,140,0.68,HIGH,w10,
pt,preço viagem maldivas,140,0.68,HIGH,w10,
pt,viagem maldivas preço,140,0.68,HIGH,w10,
pt,lugar anual porto 24 25 preço,140,0,LOW,w10,
pt,intercidades covilhã lisboa,140,0.09,LOW,w10,
pt,intercidades lisboa covilhã,140,0.09,LOW,w10,
pt,monte palace madeira preço,140,0.12,LOW,w10,
pt,intercidades guarda lisboa beira baixa,140,0,LOW,w10,
pt,escape room porto preço,140,0.39,MEDIUM,w10,
pt,preço parque aquatico amarante,140,0,LOW,w10,
pt,ferry vila real de santo antonio ayamonte preço,140,0.17,LOW,w10,
pt,ferry vila real de santo antónio ayamonte preço,140,0.17,LOW,w10,
pt,ferry vila real de santo antónio / ayamonte preço,140,0.17,LOW,w10,
pt,voos diretos lisboa sardenha,140,0.56,MEDIUM,w10,
pt,voos lisboa-madrid ida e volta,140,1,HIGH,w10,
pt,lisboa-malta voos diretos,140,0.35,MEDIUM,w10,
pt,voos diretos lisboa djerba,140,0.64,MEDIUM,w10,
pt,voos baratos em abril,140,0.22,HIGH,w10,
pt,voo ida e volta,140,0.43,MEDIUM,w10,
pt,voos taag lisboa-luanda horários,140,0.21,LOW,w10,
pt,voos luanda-lisboa tap,140,0.58,LOW,w10,
pt,voos luanda lisboa tap,140,0.71,LOW,w10,
pt,voos tap lisboa funchal,140,0.5,MEDIUM,w10,
pt,voos lisboa funchal tap,140,0.5,MEDIUM,w10,
pt,voo tap lisboa funchal,140,0.5,MEDIUM,w10,
pt,voo lisboa funchal tap,140,0.5,MEDIUM,w10,
pt,voo luanda lisboa tap,140,0.58,LOW,w10,
pt,voos lisboa-são paulo baratos,140,1.1,MEDIUM,w10,
pt,voos lisboa são paulo baratos,140,1.1,MEDIUM,w10,
pt,voos baratos berlim,140,0.5,HIGH,w10,
pt,voos baratos outubro,140,0.19,HIGH,w10,
pt,acompanhar voo ryanair,140,2.01,LOW,w10,
pt,tap voos cancelados,140,0,LOW,w10,
pt,o fim de semana,140,0,LOW,w10,
pt,bom fim de semana ou bom fim-de-semana,140,0,LOW,w10,
pt,imagens de bom fim de semana,140,0,LOW,w10,
pt,frases bom fim de semana,140,0,LOW,w10,
pt,bom fim de semana frases,140,0,LOW,w10,
pt,o amor é fim de semana podcast,140,0,LOW,w10,
pt,usf joao semana,140,0,LOW,w10,
pt,tempestade proxima semana,140,0,LOW,w10,
pt,fim de semana ou fim-de-semana portugal,140,0.13,LOW,w10,
pt,combustíveis próxima semana portugal,140,0,LOW,w10,
pt,mala fim de semana,140,0.29,HIGH,w10,
pt,previsão do tempo melgaço,140,0,LOW,w10,
pt,previsão do tempo coruche,140,0,LOW,w10,
pt,semana cultural das velas 2025,140,0,LOW,w10,
pt,boa semana divertida,140,0,LOW,w10,
pt,usf joão semana,140,0,LOW,w10,
pt,odisseias fim de semana a dois,140,0.31,LOW,w10,
es,aemet tiempo real,140,0,LOW,w10,
es,boletin oficial de ciudad real,140,0,LOW,w10,
es,embalses tiempo real,140,0,LOW,w10,
es,incendios tiempo real españa,140,0,LOW,w10,
es,borrasca en tiempo real,140,0,LOW,w10,
es,hora tiempo real españa,140,0,LOW,w10,
es,terremotos españa tiempo real,140,0,LOW,w10,
es,mapa balizas tiempo real,140,0,LOW,w10,
es,hora en tiempo real españa,140,0,LOW,w10,
es,talgo tiempo real,140,0.14,LOW,w10,
es,radar ciudad real,140,0,LOW,w10,
es,tiempo vila-real hoy,140,0,LOW,w10,
es,embalses andalucia en tiempo real,140,0,LOW,w10,
es,estaciones meteorologicas navarra tiempo real,140,0,LOW,w10,
es,línea 7 aucorsa tiempo real,140,0,LOW,w10,
es,mapa de inundaciones en tiempo real,140,0,LOW,w10,
es,terremotos en españa en tiempo real,140,0,LOW,w10,
es,el tiempo en el real de la jara aemet,140,0,LOW,w10,
es,real sociedad: resumen,140,0,LOW,w10,
es,resumen celta-real sociedad,140,0,LOW,w10,
es,panel de navegación,140,0,LOW,w10,
es,quitar navegación privada,140,0,LOW,w10,
es,borrar historial navegación,140,0,LOW,w10,
es,real sociedad tienda oficial,140,0.37,HIGH,w10,
es,tienda informatica ciudad real,140,0.02,LOW,w10,
es,ruleta online dinero real,140,53.13,LOW,w10,
es,google maps tráfico en tiempo real,140,0,LOW,w10,
es,mapa de balizas activas en tiempo real,140,0,LOW,w10,
es,real sociedad pagina oficial,140,0,LOW,w10,
es,sede electronica ayuntamiento vila-real,140,0,LOW,w10,
es,fichajes.net real sociedad,140,0,LOW,w10,
es,twitter mancha real,140,0,LOW,w10,
es,sede electronica soto del real,140,0,LOW,w10,
es,que hacer el viernes en madrid,140,0.68,HIGH,w10,
es,que hacer en madrid si llueve,140,0.28,HIGH,w10,
es,que hacer en madrid cuando llueve,140,0.32,HIGH,w10,
es,que hacer malaga fin de semana,140,0.29,HIGH,w10,
es,que hacer en malaga el fin de semana,140,0.29,HIGH,w10,
es,que hacer en malaga un fin de semana,140,0.29,HIGH,w10,
es,que hacer un finde en madrid,140,0.69,HIGH,w10,
es,que es escape libre,140,0,LOW,w10,
es,el aire es una mezcla homogénea o heterogénea,140,0,LOW,w10,
es,actividades para trabajar las emociones,140,5.95,LOW,w10,
es,actividades para personas mayores divertidas,140,0.26,MEDIUM,w10,
es,práctico dgt,140,0,LOW,w10,
es,zona de examen barcelona,140,0,LOW,w10,
es,examen práctico a2,140,0.78,LOW,w10,
es,permiso examen oficial,140,0,LOW,w10,
es,autoescuela examen teórico,140,0.21,LOW,w10,
es,examen practico conducir,140,0.69,LOW,w10,
es,revisar examen dgt,140,0,LOW,w10,
es,examen autoescuela teorico,140,0.21,LOW,w10,
es,ver resultados examen teorico dgt,140,0,LOW,w10,
es,nota examen trafico,140,0,LOW,w10,
es,test para examen de conducir,140,0.11,MEDIUM,w10,
es,examen recuperación de puntos dgt,140,2.27,LOW,w10,
es,examen teorico de conducir resultados,140,0,LOW,w10,
es,dgt examen recuperación de puntos,140,2.27,LOW,w10,
es,el examen reparto,140,0,LOW,w10,
es,fecha de examen teorico dgt,140,0,LOW,w10,
es,examen teorico dgt madrid,140,0.13,LOW,w10,
es,dgt examen teorico madrid,140,0.13,LOW,w10,
es,examen de conducir nuevo,140,0,LOW,w10,
es,examen de eso para adultos,140,2.07,LOW,w10,
es,precio examen teorico coche,140,1.12,LOW,w10,
pt,roteiro lisboa 3 dias,140,0.07,LOW,w10,
pt,lisboa soa,140,0,LOW,w10,
pt,roteiro 3 dias em madrid,140,0.2,MEDIUM,w10,
pt,ipma lisboa 7 dias,140,0,LOW,w10,
pt,visitar barcelona em 4 dias,140,0.48,MEDIUM,w10,
pt,barcelona: o que visitar em 4 dias,140,0.48,MEDIUM,w10,
pt,barcelona o que visitar em 4 dias,140,0.48,MEDIUM,w10,
pt,o que visitar em barcelona 4 dias,140,0.48,MEDIUM,w10,
pt,o que visitar em barcelona 3 dias,140,0.28,MEDIUM,w10,
pt,hawaii lisboa,140,0,LOW,w10,
pt,quartos sintra,140,0.5,MEDIUM,w10,
pt,o que visitar em barcelona em 4 dias,140,0.48,MEDIUM,w10,
pt,o que visitar em barcelona em 3 dias,140,0.28,MEDIUM,w10,
pt,frou frou lisboa,140,0.49,MEDIUM,w10,
pt,patinagem artistica lisboa,140,0,LOW,w10,
pt,manchester o que visitar,140,0.2,MEDIUM,w10,
pt,jamaica o que visitar,140,0.13,LOW,w10,
pt,largo da luz lisboa,140,0,LOW,w10,
pt,alfa pendular aveiro lisboa,140,0.46,LOW,w10,
pt,avenida gago coutinho lisboa,140,0,LOW,w10,
pt,hotel pestana cr7 lisboa,140,1.43,HIGH,w10,
pt,hotel vila gale opera lisboa,140,0.69,HIGH,w10,
pt,sintra resolve contactos,140,0,LOW,w10,
pt,cabeceiras pt sintra,140,0.18,HIGH,w10,
es,se puede pagar el taxi con tarjeta,140,0,LOW,w10,
es,servicio taxi barcelona,140,1.11,MEDIUM,w10,
es,telefono de taxi barcelona,140,0.64,HIGH,w10,
es,empresa de taxi en barcelona,140,0.82,MEDIUM,w10,
