country,keyword,search_volume,cpc,competition,competition_level,source,monthly_searches,difficulty
es,puntos verdes móviles,390,0,0.01,LOW,expansion,0,
es,mapa de olas y viento,390,0,0,LOW,expansion,0,
es,arañas comunes en casa españa,390,0,0,LOW,expansion,0,
es,mapa puntos cardinales,390,0,0,LOW,expansion,0,
es,radar meteorológico de españa,390,0,0,LOW,expansion,0,
es,fundas de móviles samsung,390,0.3,0.92,HIGH,expansion,0,
es,radares en españa,390,0.74,0.02,LOW,expansion,0,
es,balearia ferry ibiza,390,0.46,0.3,LOW,expansion,0,
es,ferry malta gozo,390,0.68,0.28,LOW,expansion,0,
es,ferry azores,390,0.88,0.17,LOW,expansion,0,
es,ferry la palma tenerife,390,0.71,0.63,MEDIUM,expansion,0,
es,tarifa waves,390,0,0,LOW,expansion,0,
es,waves tarifa,390,0,0,LOW,expansion,0,
es,cadiz ferry,390,0.55,0.22,LOW,expansion,0,
es,ferry menorca ibiza,390,0.32,0.49,MEDIUM,expansion,0,
es,ferry alicante,390,0.46,0.31,LOW,expansion,0,
es,fast ferry barcelona mallorca,390,1.02,0.6,MEDIUM,expansion,0,
es,tavira ferry,390,0.61,0.02,LOW,expansion,0,
es,ibiza menorca ferry,390,0.31,0.5,MEDIUM,expansion,0,
es,barcos ferry,390,0.65,0.29,LOW,expansion,0,
es,ferry tavira,390,0.61,0.02,LOW,expansion,0,
es,club nautico puerto sherry,390,0,0.01,LOW,expansion,0,
es,beach club tarifa,390,0,0.01,LOW,expansion,0,
es,ferry a tabarca,390,0.6,0.4,MEDIUM,expansion,0,
es,barco ferry,390,0.65,0.29,LOW,expansion,0,
es,ferry mas hotel,390,0.99,0.71,HIGH,expansion,0,
es,oro vivo anillos,390,0.38,1,HIGH,expansion,0,
es,decathlon bici 24 pulgadas,390,0.22,1,HIGH,expansion,0,
es,24 semanas,390,0.41,0.03,LOW,expansion,0,
es,bici orbea 24 pulgadas,390,0.19,1,HIGH,expansion,0,
es,barco radar,390,0,0,LOW,expansion,0,
es,radar meteorológico zaragoza,390,0,0,LOW,expansion,0,
es,bicicleta 24 pulgadas orbea,390,0.19,1,HIGH,expansion,0,
es,imágenes de aviones,390,0.02,0.29,LOW,expansion,0,
es,ovario real,390,0,0,LOW,expansion,0,
es,pintura cleopatra real,390,0,0,LOW,expansion,0,
es,diaper residencias militares,390,0,0,LOW,expansion,0,
es,skateboarding español,390,0,0,LOW,expansion,0,
es,zapatos mujer 24 horas,390,0.17,1,HIGH,expansion,0,
es,botas militares negras mujer,390,0.32,1,HIGH,expansion,0,
es,marca de aviones,390,0,0,LOW,expansion,0,
es,gel instituto español pieles atopicas,390,0.09,0.99,HIGH,expansion,0,
es,aviones pájaro,390,0,0,LOW,expansion,0,
es,aviones f5,390,0,0,LOW,expansion,0,
es,vuelos ponta delgada,390,0.56,0.6,MEDIUM,expansion,0,
es,pluviometria alcalá la real,390,0,0,LOW,expansion,0,
es,aviones primera guerra mundial,390,0.02,0.02,LOW,expansion,0,
es,mochilas militares decathlon,390,0.36,1,HIGH,expansion,0,
es,radar velocidad,390,1.42,0.11,LOW,expansion,0,
es,radar lluvia ontinyent,390,0,0,LOW,expansion,0,
es,radar lluvia elche,390,0,0,LOW,expansion,0,
es,aviones pajaros,390,0,0,LOW,expansion,0,
es,radar lluvia comunidad valenciana,390,0,0,LOW,expansion,0,
es,combustible de aviones,390,1.54,0.12,LOW,expansion,0,
es,aviones a reaccion,390,0,0,LOW,expansion,0,
es,ayunos de 24 horas,390,0.97,0.03,LOW,expansion,0,
es,aviones icon,390,0.01,0.3,LOW,expansion,0,
es,satélites militares,390,0,0,LOW,expansion,0,
es,24 onzas a litros,390,0,0,LOW,expansion,0,
es,gel pieles atopicas instituto español,390,0.09,1,HIGH,expansion,0,
es,tatuajes militares,390,0,0,LOW,expansion,0,
es,fotos de pavos real,390,0.04,0.41,MEDIUM,expansion,0,
es,marcas de calzado español,390,0.19,0.99,HIGH,expansion,0,
es,aviones de lego,390,0.11,0.9,HIGH,expansion,0,
es,bici 24 pulgadas segunda mano,390,0.09,1,HIGH,expansion,0,
es,pegatinas teclado español,390,0.21,1,HIGH,expansion,0,
es,aviones ruso,390,0,0,LOW,expansion,0,
es,aviones pájaros,390,0,0,LOW,expansion,0,
es,instituto español gel pieles atopicas,390,0.09,1,HIGH,expansion,0,
es,blender español,390,0.22,0.01,LOW,expansion,0,
es,steel en español,390,0,0,LOW,expansion,0,
es,muñeca de silicona tamaño real,390,0.26,0.9,HIGH,expansion,0,
es,bicicleta orbea 24 pulgadas,390,0.19,1,HIGH,expansion,0,
es,galvan real la distancia,390,0,0,LOW,expansion,0,
es,marcas de aviones,390,0,0,LOW,expansion,0,
es,aviones cisternas,390,0,0,LOW,expansion,0,
es,bicicletas orbea 24 pulgadas,390,0.19,1,HIGH,expansion,0,
es,aparato reproductor femenino real,390,0,0,LOW,expansion,0,
es,radar de velocidad,390,0.78,0.27,LOW,expansion,0,
es,radar lluvia vitoria,390,0,0,LOW,expansion,0,
es,bici 24 pulgadas orbea,390,0.19,1,HIGH,expansion,0,
es,bicicletas 24 pulgadas orbea,390,0.19,1,HIGH,expansion,0,
es,10 cm tamaño real,390,0.17,0.06,LOW,expansion,0,
es,moisturizer español,390,1.37,0.01,LOW,expansion,0,
es,radar de viento,390,0.55,0,LOW,expansion,0,
es,calamar vivo,390,0.02,0.09,LOW,expansion,0,
es,aviones cisterna,390,0,0,LOW,expansion,0,
es,cocina palacio real,390,0.98,0.04,LOW,expansion,0,
es,radar lluvia logroño,390,0,0,LOW,expansion,0,
es,rusia aviones,390,0,0,LOW,expansion,0,
es,aviones rusos,390,0,0,LOW,expansion,0,
es,mochila ejercito español,390,0.19,1,HIGH,expansion,0,
es,taser 24 horas,390,0,0,LOW,expansion,0,
es,coches a escala 1/24,390,0.21,1,HIGH,expansion,0,
es,comida real,390,1.69,0.36,MEDIUM,expansion,0,
es,aemet almacelles,390,0,0,LOW,expansion,0,
es,psc catalunya,390,0,0,LOW,expansion,0,
es,extrainvest magazin valencia,390,0,0.03,LOW,expansion,0,
es,ilunion textilcare valencia,390,0.93,0.05,LOW,expansion,0,
es,federació de municipis de catalunya,390,0.09,0.05,LOW,expansion,0,
es,col.legi farmaceutics barcelona,390,45.47,0.03,LOW,expansion,0,
es,paiporta noticias,390,0,0,LOW,expansion,0,
es,navarra com esquelas,390,0,0,LOW,expansion,0,
es,prensaescrita com españa,390,0,0,LOW,expansion,0,
es,consultar eori,390,0,0.01,LOW,expansion,0,
es,sinónimo de retraso,390,0,0,LOW,expansion,0,
es,noticias oleiros,390,0,0,LOW,expansion,0,
es,hora de roma,390,0,0,LOW,expansion,0,
es,noticias tortosa,390,0,0,LOW,expansion,0,
es,noticias carballiño,390,0,0.01,LOW,expansion,0,
es,hora 1515,390,0,0,LOW,expansion,0,
es,depilacion barcelona,390,1.71,0.53,MEDIUM,expansion,0,
es,com significado,390,0,0,LOW,expansion,0,
es,manlleu noticias,390,0,0,LOW,expansion,0,
es,noticias cangas de morrazo,390,0,0,LOW,expansion,0,
es,boiro noticias,390,0,0,LOW,expansion,0,
es,lleida ultima hora,390,0,0,LOW,expansion,0,
es,noticias de eibar,390,0,0,LOW,expansion,0,
es,noticias sinonimos,390,0,0,LOW,expansion,0,
es,traduccion jurada barcelona,390,4.55,0.29,LOW,expansion,0,
es,teatre a barcelona cartellera,390,0.09,0.48,MEDIUM,expansion,0,
es,carballiño noticias,390,0,0.01,LOW,expansion,0,
es,com s'escriu en catala,390,0,0,LOW,expansion,0,
es,hora chipre,390,0,0,LOW,expansion,0,
es,hora gmt 2,390,0,0,LOW,expansion,0,
es,noticias valdeorras,390,0,0,LOW,expansion,0,
es,hora ocaso,390,0,0,LOW,expansion,0,
es,sentmenat barcelona,390,0.3,0.02,LOW,expansion,0,
es,culleredo noticias,390,0,0.01,LOW,expansion,0,
es,hora mareas,390,0,0,LOW,expansion,0,
es,azuqueca renfe,390,0,0,LOW,expansion,0,
es,noticias culleredo,390,0,0.01,LOW,expansion,0,
es,joves de barcelona,390,0,0.01,LOW,expansion,0,
es,noticias boiro,390,0,0,LOW,expansion,0,
es,renfe problemas,390,0,0,LOW,expansion,0,
es,cas barcelona,390,2.66,0.14,LOW,expansion,0,
es,ouigo reclamaciones,390,0.9,0.09,LOW,expansion,0,
es,anima barcelona,390,0.2,0.21,LOW,expansion,0,
es,ave huesca,390,0.26,0.16,LOW,expansion,0,
es,hora diurna,390,0,0,LOW,expansion,0,
es,renfe tortosa,390,0.31,0.05,LOW,expansion,0,
es,noticias aitana,390,0,0,LOW,expansion,0,
es,palabreto com,390,0,0,LOW,expansion,0,
es,serigrafia barcelona,390,1.73,0.49,MEDIUM,expansion,0,
es,porriño noticias,390,0,0,LOW,expansion,0,
es,paro solicitar,390,0,0,LOW,expansion,0,
es,reclamacion ave,390,0,0,LOW,expansion,0,
es,tienda instrumentos musicales valencia,390,0.24,0.64,MEDIUM,expansion,0,
es,cartulina a3 tamaño,390,0.03,0.57,MEDIUM,expansion,0,
es,medidas largo ancho alto,390,0,0,LOW,expansion,0,
es,tamaño cartulina a3,390,0.03,0.57,MEDIUM,expansion,0,
es,vcm y hcm alto,390,0,0,LOW,expansion,0,
es,operacion para ser mas alto,390,1.59,0.03,LOW,expansion,0,
es,embutidos león,390,0.39,0.46,MEDIUM,expansion,0,
es,láserum lugo depilación láser diodo,390,0.19,0.08,LOW,expansion,0,
es,camas elasticas valencia,390,0.84,0.73,HIGH,expansion,0,
es,vaqueros mujer tiro alto,390,0.24,1,HIGH,expansion,0,
es,carabanchel alto pisos,390,0.11,0.38,MEDIUM,expansion,0,
es,sensacion termica valencia,390,0,0,LOW,expansion,0,
es,medida alto ancho largo,390,0,0,LOW,expansion,0,
es,humedad valencia hoy,390,0,0,LOW,expansion,0,
es,parafarmacia madrid,390,0.44,0.58,MEDIUM,expansion,0,
es,lavado coches zaragoza,390,0.28,0.3,LOW,expansion,0,
es,sofas burgos,390,0.57,1,HIGH,expansion,0,
es,a3 medidas cm,390,0.07,0.14,LOW,expansion,0,
es,vestidos de fiesta zaragoza,390,0.17,1,HIGH,expansion,0,
es,reparación aire acondicionado valencia,390,2.06,0.46,MEDIUM,expansion,0,
es,laser co2 valencia,390,0.97,0.89,HIGH,expansion,0,
es,alto mando pokémon,390,0,0,LOW,expansion,0,
es,camaras somosierra,390,0,0,LOW,expansion,0,
es,reciclaje madrid,390,0.71,0.07,LOW,expansion,0,
es,colchones en ourense,390,1.3,0.97,HIGH,expansion,0,
es,nuevo a5,390,0.39,0.5,MEDIUM,expansion,0,
es,curso cerámica madrid,390,0.43,1,HIGH,expansion,0,
es,reformas baño valencia,390,3.81,0.59,MEDIUM,expansion,0,
es,thermomix valencia,390,1.35,0.98,HIGH,expansion,0,
es,convenio metal burgos,390,0,0,LOW,expansion,0,
es,jugueterias ourense,390,0.21,0.25,LOW,expansion,0,
es,limpieza de sofas madrid,390,5.03,0.41,MEDIUM,expansion,0,
es,neumáticos lugo,390,0.52,0.41,MEDIUM,expansion,0,
es,sillón con respaldo alto,390,0.35,1,HIGH,expansion,0,
es,pilates maquinas valencia,390,0.78,0.53,MEDIUM,expansion,0,
es,electrodomesticos ourense,390,0.31,0.58,MEDIUM,expansion,0,
es,folios a2,390,0.16,0.38,MEDIUM,expansion,0,
es,tatuaje burgos,390,0,0,LOW,expansion,0,
es,actividades infantiles madrid,390,0.37,1,HIGH,expansion,0,
es,instalacion placas solares valencia,390,10.1,0.11,LOW,expansion,0,
es,cámaras de vigilancia con placa solar,390,0.3,1,HIGH,expansion,0,
es,neumáticos en lugo,390,0.3,0.38,MEDIUM,expansion,0,
es,taller joyeria valencia,390,0.33,0.16,LOW,expansion,0,
es,limpieza zaragoza,390,0.92,0.28,LOW,expansion,0,
es,jugueterias lugo,390,0.17,0.17,LOW,expansion,0,
es,cartulinas tamaño a3,390,0.03,0.57,MEDIUM,expansion,0,
es,curso de cocina zaragoza,390,1.73,0.29,LOW,expansion,0,
es,mueble alto,390,0.26,0.99,HIGH,expansion,0,
es,gamma gt suero alto,390,0,0,LOW,expansion,0,
es,comida preparada madrid,390,0.84,0.95,HIGH,expansion,0,
es,aparador alto y estrecho,390,0.23,1,HIGH,expansion,0,
es,cámaras espías camufladas,390,0.29,1,HIGH,expansion,0,
es,carpinteria metálica madrid,390,2.02,0.45,MEDIUM,expansion,0,
es,curso de soldadura madrid,390,2.01,0.61,MEDIUM,expansion,0,
es,cubo de basura alto,390,0.19,1,HIGH,expansion,0,
es,sillón respaldo alto,390,0.35,1,HIGH,expansion,0,
es,cubo basura alto,390,0.27,1,HIGH,expansion,0,
es,reforma cocinas zaragoza,390,2.77,0.28,LOW,expansion,0,
es,cristalería zaragoza,390,1.91,0.39,MEDIUM,expansion,0,
es,cartulina a3 medidas,390,0.02,0.47,MEDIUM,expansion,0,
es,comida preparada zaragoza,390,0.41,0.14,LOW,expansion,0,
es,armarios a medida zaragoza,390,0.89,0.79,HIGH,expansion,0,
es,hojas de diente de león,390,0.1,0.71,HIGH,expansion,0,
es,horno de 45 cm de alto,390,0.18,1,HIGH,expansion,0,
es,vestido valencia,390,0.17,0.98,HIGH,expansion,0,
es,ferretería hermanos burgos,390,0.09,0.03,LOW,expansion,0,
es,medidas alto ancho largo,390,0,0,LOW,expansion,0,
es,armario alto dormitorio,390,0.21,1,HIGH,expansion,0,
es,maderas burgos,390,0.81,0.22,LOW,expansion,0,
es,taller de ceramica valencia,390,0.43,0.96,HIGH,expansion,0,
es,multiopticas segovia,390,0.39,0.36,MEDIUM,expansion,0,
es,armario de baño alto,390,0.18,1,HIGH,expansion,0,
es,colchones burgos,390,1.03,0.97,HIGH,expansion,0,
es,depilacion electrica madrid,390,0.44,0.77,HIGH,expansion,0,
es,instituto micropigmentacion valencia,390,1.25,0.08,LOW,expansion,0,
es,colchones ourense,390,1.3,0.97,HIGH,expansion,0,
es,rodamientos zaragoza,390,0.48,0.45,MEDIUM,expansion,0,
es,taller joyería valencia,390,0.24,0.24,LOW,expansion,0,
es,aceite alto oleico,390,0.14,0.9,HIGH,expansion,0,
es,cascos moto valencia,390,0.15,1,HIGH,expansion,0,
es,cámaras solares,390,0.56,1,HIGH,expansion,0,
es,pizzerías ourense,390,0.24,0.1,LOW,expansion,0,
es,silla respaldo alto,390,0.43,1,HIGH,expansion,0,
es,levadura madre zaragoza,390,0,0,LOW,expansion,0,
es,pilates con maquinas valencia,390,0.78,0.53,MEDIUM,expansion,0,
es,piso en carabanchel alto,390,0.11,0.38,MEDIUM,expansion,0,
es,pisos en carabanchel alto,390,0.11,0.38,MEDIUM,expansion,0,
es,piso carabanchel alto,390,0.11,0.38,MEDIUM,expansion,0,
es,cartulina tamaño a3,390,0.03,0.57,MEDIUM,expansion,0,
es,electrodomesticos burgos,390,0.48,0.73,HIGH,expansion,0,
es,cocinas burgos,390,0.42,0.28,LOW,expansion,0,
es,paneles solares madrid,390,13.95,0.56,MEDIUM,expansion,0,
es,rótulos madrid,390,3.88,0.73,HIGH,expansion,0,
es,sillon con respaldo alto,390,0.35,1,HIGH,expansion,0,
es,papel a2,390,0.86,0.38,MEDIUM,expansion,0,
es,cámaras de fotos réflex,390,0.21,1,HIGH,expansion,0,
es,cafetería especialidad zaragoza,390,0.94,0.23,LOW,expansion,0,
es,alto x ancho x largo,390,0,0,LOW,expansion,0,
es,armarios a medida valencia,390,1.05,0.99,HIGH,expansion,0,
es,neumaticos lugo,390,0.52,0.41,MEDIUM,expansion,0,
es,cámaras de vigilancia interior con grabación,390,1.27,1,HIGH,expansion,0,
es,taburete alto de madera,390,0.52,1,HIGH,expansion,0,
es,medidas a1 en cm,390,0.1,0.05,LOW,expansion,0,
es,muebles a medida valencia,390,1.51,1,HIGH,expansion,0,
es,cámaras a6,390,0,0,LOW,expansion,0,
es,cámaras espias camufladas,390,0.29,1,HIGH,expansion,0,
es,camiseta cuello alto hombre,390,0.79,1,HIGH,expansion,0,
es,pilates máquinas valencia,390,0.78,0.53,MEDIUM,expansion,0,
es,comida para llevar lugo,390,0.65,0.11,LOW,expansion,0,
es,sillones con respaldo alto,390,0.35,1,HIGH,expansion,0,
es,multiópticas segovia,390,0.39,0.36,MEDIUM,expansion,0,
es,vestidos valencia,390,0.17,0.98,HIGH,expansion,0,
es,jersey gris cuello alto,390,0.23,0.99,HIGH,expansion,0,
es,arco natural de piedrafita,390,0,0,LOW,expansion,0,
es,clases de costura madrid,390,1.16,0.43,MEDIUM,expansion,0,
es,lanny valencia producto de peluqueria y estetica,390,0,0.08,LOW,expansion,0,
es,camisetas cuello alto mujer,390,0.31,1,HIGH,expansion,0,
es,mas prevención burgos,390,1.25,0.09,LOW,expansion,0,
es,pisos carabanchel alto,390,0.11,0.38,MEDIUM,expansion,0,
es,cesped artificial valencia,390,2.84,0.87,HIGH,expansion,0,
es,tamaño papel a5,390,0.25,0.3,LOW,expansion,0,
es,cartulinas a1,390,0.3,0.38,MEDIUM,expansion,0,
es,neumaticos en lugo,390,0.52,0.41,MEDIUM,expansion,0,
es,mueble de baño alto,390,0.17,1,HIGH,expansion,0,
es,sillones respaldo alto,390,0.35,1,HIGH,expansion,0,
es,largo x ancho x alto,390,0,0,LOW,expansion,0,
es,sillon respaldo alto,390,0.35,1,HIGH,expansion,0,
es,desguaces herbón lugo,390,0.43,0.08,LOW,expansion,0,
es,carpeta a5,390,0.44,1,HIGH,expansion,0,
es,cámaras de vigilancia exterior con grabación,390,0.64,1,HIGH,expansion,0,
es,alquiler de maquinaria valencia,390,1.3,0.2,LOW,expansion,0,
es,neumaticos burgos,390,0.52,0.46,MEDIUM,expansion,0,
es,disfraz león casero,390,0.08,0.96,HIGH,expansion,0,
es,tractores en lugo,390,0.08,0.17,LOW,expansion,0,
es,tatuajes burgos,390,0,0,LOW,expansion,0,
es,aemet comillas 7 días,390,0,0,LOW,expansion,0,
es,canal agua lluvia,390,0.13,1,HIGH,expansion,0,
es,maleta 10 kilos,390,0.18,1,HIGH,expansion,0,
es,mapas interactivos de europa del relieve,390,0,0,LOW,expansion,0,
es,previsión olas salinas,390,0,0,LOW,expansion,0,
es,previsión meteorologica girona,390,0,0,LOW,expansion,0,
es,tallas europa,390,0.23,0.22,LOW,expansion,0,
es,canaleta agua lluvia,390,0.13,1,HIGH,expansion,0,
es,precipitación acumulada aemet,390,0,0,LOW,expansion,0,
es,maleta de cabina air europa,390,0.3,0.96,HIGH,expansion,0,
es,aemet fuengirola 14 días,390,0,0,LOW,expansion,0,
es,prediccion lluvia,390,0,0,LOW,expansion,0,
es,mach 10 velocidad,390,0,0,LOW,expansion,0,
pt,epc carro,390,0,0.01,LOW,expansion,0,
pt,carro de mão maxmat,390,0.3,0.81,HIGH,expansion,0,
pt,carro colorir,390,0.02,0.33,LOW,expansion,0,
pt,iuc carro,390,0,0.01,LOW,expansion,0,
pt,fusca carro,390,0,0.01,LOW,expansion,0,
pt,aluguer autocaravana porto,390,0.7,0.6,MEDIUM,expansion,0,
pt,carro yoyo,390,0.54,0.16,LOW,expansion,0,
pt,seguro carro barato,390,4.61,0.77,HIGH,expansion,0,
pt,oficina de carro perto de mim,390,0.64,0.35,MEDIUM,expansion,0,
pt,longarina do carro,390,0,0.05,LOW,expansion,0,
pt,carro mini cooper,390,0.69,0.22,LOW,expansion,0,
pt,rolamento carro,390,0.29,0.4,MEDIUM,expansion,0,
pt,kauai carro,390,0.52,0.21,LOW,expansion,0,
pt,longarina carro,390,0,0.05,LOW,expansion,0,
pt,peugeot carro,390,0.31,0.11,LOW,expansion,0,
pt,tira riscos carro,390,0.24,1,HIGH,expansion,0,
pt,extintor para carro,390,0.66,1,HIGH,expansion,0,
pt,carro lexus,390,0.1,0.07,LOW,expansion,0,
pt,alugar carro palma de maiorca,390,1.81,0.74,HIGH,expansion,0,
pt,alugar carro 7 lugares,390,0.86,0.8,HIGH,expansion,0,
pt,aluguer carro low cost,390,1.85,0.79,HIGH,expansion,0,
pt,hertz aluguer carrinha,390,0.16,0.48,MEDIUM,expansion,0,
pt,vidro carro,390,1.47,0.49,MEDIUM,expansion,0,
pt,guarda lamas carro,390,0.14,1,HIGH,expansion,0,
pt,carro cybex,390,0.33,1,HIGH,expansion,0,
pt,longarinas carro,390,0,0.02,LOW,expansion,0,
pt,carro ktm,390,0,0,LOW,expansion,0,
pt,carro metro,390,0,0,LOW,expansion,0,
pt,camaro carro,390,0.02,0.01,LOW,expansion,0,
pt,carro familiar,390,0.38,0.14,LOW,expansion,0,
pt,autocarros aluguer,390,1.14,0.51,MEDIUM,expansion,0,
pt,aeroporto funchal aluguer carros,390,3.16,0.83,HIGH,expansion,0,
pt,carro wallpaper,390,0,0,LOW,expansion,0,
pt,ppf carro,390,0.79,1,HIGH,expansion,0,
pt,tintas carro,390,0.32,1,HIGH,expansion,0,
pt,termostato carro,390,0.17,0.59,MEDIUM,expansion,0,
pt,alugar carro italia,390,2.07,0.78,HIGH,expansion,0,
pt,marca de carro mg,390,0.43,0.06,LOW,expansion,0,
pt,carregador carro,390,0.63,1,HIGH,expansion,0,
pt,compramos seu carro,390,1.35,0.76,HIGH,expansion,0,
pt,carro yo yo,390,0.54,0.16,LOW,expansion,0,
pt,pintura carro,390,0.67,0.34,MEDIUM,expansion,0,
pt,amortecedores carro,390,0.33,0.98,HIGH,expansion,0,
pt,aluguer carros madeira low cost,390,1.83,0.8,HIGH,expansion,0,
pt,carro formula 1 lego,390,0.19,1,HIGH,expansion,0,
pt,ktm carro,390,0,0,LOW,expansion,0,
pt,carro telecomandado a gasolina,390,0.21,0.99,HIGH,expansion,0,
pt,carro coupe,390,0.11,0.01,LOW,expansion,0,
pt,lavar o carro,390,0.4,0.26,LOW,expansion,0,
pt,carro vermelho,390,0.43,0.05,LOW,expansion,0,
pt,leasing carro portugal,390,1.27,0.52,MEDIUM,expansion,0,
pt,rent a car aeroporto porto,390,2.81,0.59,MEDIUM,expansion,0,
pt,carro 4x4,390,0.32,0.1,LOW,expansion,0,
pt,baterias para carro,390,0.48,1,HIGH,expansion,0,
pt,carro opel,390,0.54,0.19,LOW,expansion,0,
pt,carro jeep,390,0.25,0.09,LOW,expansion,0,
pt,pneus carro,390,0.41,0.97,HIGH,expansion,0,
pt,imagem carro,390,0,0,LOW,expansion,0,
pt,carro nissan,390,1.01,0.1,LOW,expansion,0,
pt,auto lavagem carro,390,0.18,0.1,LOW,expansion,0,
pt,carregador de carro elétrico,390,0.65,1,HIGH,expansion,0,
pt,carro eletrico com mais autonomia,390,0.79,0.32,LOW,expansion,0,
pt,carro preto,390,0.03,0.01,LOW,expansion,0,
pt,wallpaper carro,390,0,0,LOW,expansion,0,
pt,o carro mais caro do mundo,390,0,0.02,LOW,expansion,0,
es,parking aeropuerto barcelona terminal 1,390,1.14,0.64,MEDIUM,expansion,0,
es,aeropuerto de fráncfort hahn,390,0,0.03,LOW,expansion,0,
es,aeropuerto islas mauricio,390,0.36,0.14,LOW,expansion,0,
es,aeropuerto cerca de alsacia,390,0.34,0.11,LOW,expansion,0,
es,parking mallorca airport,390,0.83,0.65,MEDIUM,expansion,0,
es,bus oporto aeropuerto vigo,390,0.46,0.68,HIGH,expansion,0,
es,madrid marrakech flights,390,1.29,0.61,MEDIUM,expansion,0,
es,horarios autobus aeropuerto,390,0.02,0.01,LOW,expansion,0,
es,bus aeropuerto sitges,390,0.36,0.02,LOW,expansion,0,
es,algeciras aeropuerto,390,0.32,0.03,LOW,expansion,0,
es,aena parking santander,390,0.46,0.42,MEDIUM,expansion,0,
es,nuremberg aeropuerto,390,1.46,0.1,LOW,expansion,0,
es,el paquete ha llegado al aeropuerto local,390,0,0,LOW,expansion,0,
es,aeropuerto bristol,390,2.54,0.06,LOW,expansion,0,
es,madrid airport map terminal 4,390,0,0,LOW,expansion,0,
es,aeropuerto charleroi a bruselas,390,0.76,0.39,MEDIUM,expansion,0,
es,parking terminal 1 aeropuerto barcelona,390,1.14,0.64,MEDIUM,expansion,0,
es,finger aeropuerto,390,0,0,LOW,expansion,0,
es,parking aeropuerto barcelona el prat,390,1.6,0.74,HIGH,expansion,0,
es,aeropuerto arrecife,390,5.57,0.03,LOW,expansion,0,
es,albania aeropuerto,390,0.34,0.08,LOW,expansion,0,
es,aeropuerto dorval,390,0,0,LOW,expansion,0,
es,restaurants in madrid airport,390,0.04,0.04,LOW,expansion,0,
es,madrid airport restaurants,390,0.04,0.04,LOW,expansion,0,
es,aeropuerto john f kennedy,390,5.67,0.03,LOW,expansion,0,
es,viena aeropuerto,390,2.78,0.06,LOW,expansion,0,
es,terminal 4s madrid airport,390,0,0.01,LOW,expansion,0,
es,atenas aeropuerto,390,0.86,0.05,LOW,expansion,0,
es,map of madrid airport terminal 4,390,0,0,LOW,expansion,0,
es,edimburgo aeropuerto,390,0.34,0.09,LOW,expansion,0,
es,madrid flughafen abflüge,390,0.03,0.07,LOW,expansion,0,
es,aeropuerto londres lgw,390,0,0.06,LOW,expansion,0,
es,yul aeropuerto,390,0,0,LOW,expansion,0,
es,long term parking alicante airport,390,1.46,0.76,HIGH,expansion,0,
es,bus aeropuerto santander,390,0.42,0.07,LOW,expansion,0,
es,arrecife aeropuerto,390,5.57,0.03,LOW,expansion,0,
es,benidorm alicante aeropuerto,390,0.32,0.37,MEDIUM,expansion,0,
es,mapa lanzarote aeropuerto,390,3.47,0.01,LOW,expansion,0,
es,aeropuerto nrt,390,0.39,0,LOW,expansion,0,
es,isla de sal aeropuerto,390,0.74,0.07,LOW,expansion,0,
es,aeropuerto de escocia,390,1.75,0.06,LOW,expansion,0,
es,aeropuerto dublín,390,1.4,0.05,LOW,expansion,0,
es,fingers aeropuerto,390,0,0,LOW,expansion,0,
es,parking aena tenerife sur,390,0.13,0.37,MEDIUM,expansion,0,
es,aeropuerto de isla de sal,390,0.74,0.07,LOW,expansion,0,
es,aeropuerto budapest al centro,390,1.09,0.31,LOW,expansion,0,
es,luton airport parking,390,1.54,0.58,MEDIUM,expansion,0,
es,flughafen madrid abflug,390,0.03,0.07,LOW,expansion,0,
es,aeropuerto isla de sal,390,0.74,0.07,LOW,expansion,0,
es,ord aeropuerto,390,0,0,LOW,expansion,0,
es,parking aeropuerto sevilla low cost,390,0.91,0.49,MEDIUM,expansion,0,
es,salon aeropuerto,390,0,0.02,LOW,expansion,0,
es,aeropuerto los angeles,390,3.33,0.05,LOW,expansion,0,
es,aeropuerto yul,390,0,0,LOW,expansion,0,
es,aeropuerto glasgow,390,3.11,0.04,LOW,expansion,0,
es,aeropuerto bergen,390,1.84,0.08,LOW,expansion,0,
es,bus sitges aeropuerto,390,0.36,0.02,LOW,expansion,0,
es,aena parking mallorca,390,0.08,0.33,LOW,expansion,0,
es,aena aeropuerto malaga,390,0.25,0.14,LOW,expansion,0,
es,hotel ibis sevilla aeropuerto,390,0.55,0.76,HIGH,expansion,0,
es,puj aeropuerto,390,1,0.01,LOW,expansion,0,
es,parking aena santander,390,0.46,0.42,MEDIUM,expansion,0,
es,palma airport parking,390,0.83,0.65,MEDIUM,expansion,0,
es,sixt malaga aeropuerto,390,2.23,0.57,MEDIUM,expansion,0,
es,sondika aeropuerto,390,0,0.01,LOW,expansion,0,
es,cuantas terminales tiene el aeropuerto de barcelona,390,0,0,LOW,expansion,0,
es,parking palma airport,390,0.83,0.65,MEDIUM,expansion,0,
es,aena aeropuerto sevilla,390,0.18,0.08,LOW,expansion,0,
es,lanzarote aeropuerto mapa,390,3.47,0.01,LOW,expansion,0,
es,aeropuerto ord,390,0,0,LOW,expansion,0,
es,aeropuerto manises salidas,390,0.22,0.04,LOW,expansion,0,
es,aeropuerto zadar,390,0.11,0.07,LOW,expansion,0,
